text,intent
"Where is the regional office of the Department of Tourism in Legazpi?",location_inquiry  
"Where is the main office of Albay Power and Energy Corporation?",location_inquiry  
"Can you give me the address of the Legazpi City Public Library?",location_inquiry  
"Where is the nearest Land Transportation Office (LTO) branch in Legazpi?",location_inquiry  
"Where is the SSS office in Legazpi?",location_inquiry  
"Can you tell me where the Pag-IBIG Fund office is in Legazpi?",location_inquiry  
"Where is the Legazpi branch of PhilHealth?",location_inquiry  
"Can you give me the location of the Department of Agriculture in Legazpi?",location_inquiry  
"Where is the Bureau of Internal Revenue (BIR) office in Legazpi?",location_inquiry  
"Can you tell me where the Legazpi Regional Trial Court is?",location_inquiry  
"Where is the Office of Civil Defense in Legazpi?",location_inquiry  
"Can you give me the address of the Albay Capitol Annex Building?",location_inquiry  
"Where is the Philippine Red Cross Legazpi branch?",location_inquiry  
"Where is the Legazpi City Division Office of DepEd?",location_inquiry  
"Can you tell me where the Bicol Regional Museum is located?",location_inquiry  
"Where is the Legazpi City Sports Complex?",location_inquiry  
"Can you tell me where the Legazpi City Social Welfare Office is?",location_inquiry  
"Where is the nearest 7-Eleven in Legazpi?",location_inquiry  
"Can you tell me where Jollibee Daraga is located?",location_inquiry  
"Where is the Starbucks branch in Legazpi?",location_inquiry  
"Can you give me the location of the Legazpi branch of Chowking?",location_inquiry  
"Where is the Legazpi City branch of Greenwich?",location_inquiry  
"Can you tell me where to find McDonald’s Legazpi?",location_inquiry  
"Where is the main branch of Bigg’s Diner in Legazpi?",location_inquiry  
"Where is the closest Mercury Drugstore in Legazpi?",location_inquiry  
"Can you give me the location of the Southstar Drug in Daraga?",location_inquiry  
"Where is the nearest Watsons in Legazpi?",location_inquiry  
"Can you tell me where the Bicol Isarog Bus Terminal is?",location_inquiry  
"Where is the nearest gas station from LCC Mall?",location_inquiry  
"Can you tell me where the Legazpi branch of BDO is?",location_inquiry  
"Where is the closest Metrobank branch in Legazpi?",location_inquiry  
"Where is the Legazpi branch of RCBC?",location_inquiry  
"Can you tell me where PNB Legazpi is located?",location_inquiry  
"Where is the Albay Electric Cooperative (ALECO) office?",location_inquiry  
"Where can I find a veterinary clinic in Legazpi?",location_inquiry  
"Where is the nearest hotel to the Legazpi Airport?",location_inquiry  
"Can you tell me where to find an internet café in Legazpi?",location_inquiry  
"Where is the Legazpi branch of LBC?",location_inquiry  
"Can you give me the address of the J&T Express branch in Legazpi?",location_inquiry  
"Where is the nearest pawnshop in Legazpi City?",location_inquiry  
"Can you tell me where the Legazpi branch of Cebuana Lhuillier is?",location_inquiry  
"Where is the best place to buy souvenirs in Legazpi?",location_inquiry  
"Where can I find a printing shop in Legazpi?",location_inquiry  
"Can you tell me where the nearest bike shop is in Legazpi?",location_inquiry  
"Where is the closest car repair shop in Legazpi?",location_inquiry  
"Where can I get medical assistance in Legazpi City?",location_inquiry  
"Where is the Legazpi City public market?",location_inquiry  
"Can you tell me where to find the Legazpi City police headquarters?",location_inquiry  
"Where is the closest barangay hall in Legazpi?",location_inquiry  
"Where is the main fire station in Legazpi City?",location_inquiry  
"Can you give me the address of Legazpi City Jail?",location_inquiry  
"Where is the DOH regional office in Legazpi?",location_inquiry  
"Can you tell me where the DSWD office in Legazpi is?",location_inquiry  
"Where is the nearest DFA office in Legazpi?",location_inquiry  
"Can you give me the location of the Legazpi City Tourism Office?",location_inquiry  
"Where is the Legazpi branch of the Philippine Statistics Authority?",location_inquiry  
"Where is the nearest NBI clearance center in Legazpi?",location_inquiry  
"Can you tell me where the Albay provincial prosecutor’s office is?",location_inquiry  
"Where is the Legazpi City trial court?",location_inquiry  
"Where can I find the nearest COMELEC office in Legazpi?",location_inquiry  
"Where is the PRC regional office in Legazpi?",location_inquiry  
"Can you give me the location of the Legazpi City post office?",location_inquiry  
"Where is the nearest immigration office in Legazpi?",location_inquiry  
"Where is the Legazpi City field office of DOLE?",location_inquiry  
"Can you tell me where the Legazpi office of DPWH is?",location_inquiry  
"Where is the Legazpi branch of Pag-IBIG?",location_inquiry  
"Where is the Legazpi City Veterans Bank located?",location_inquiry  
"Can you tell me where to find a Globe Store in Legazpi?",location_inquiry  
"Where is the Smart Communications branch in Legazpi?",location_inquiry  
"Where can I buy a SIM card in Legazpi City?",location_inquiry  
"Where is the closest 24-hour convenience store in Legazpi?",location_inquiry  
"Can you give me the address of the nearest laundromat in Legazpi?",location_inquiry  
"Where is the nearest gym in Legazpi?",location_inquiry  
"Can you tell me where to find a yoga studio in Legazpi?",location_inquiry  
"Where is the nearest beauty salon in Legazpi?",location_inquiry  
"Where can I find a tailor shop in Legazpi?",location_inquiry  
"Where is the closest computer repair shop in Legazpi?",location_inquiry  
"Can you tell me where the best electronics store in Legazpi is?",location_inquiry  
"Where is the nearest bookstore in Legazpi?",location_inquiry  
"Where can I find an office supply store in Legazpi?",location_inquiry  
"Where is the Legazpi branch of Western Union?",location_inquiry  
"Can you tell me where M Lhuillier is in Legazpi?",location_inquiry  
"Where is the nearest pawnshop in Daraga?",location_inquiry  
"Where can I find a budget-friendly hotel in Legazpi?",location_inquiry  
"Where is the best place for street food in Legazpi?",location_inquiry  
"Where can I find a seafood restaurant in Legazpi?",location_inquiry  
"Where is the nearest fast-food chain in Daraga?",location_inquiry  
"Can you tell me where to get authentic Bicol Express in Legazpi?",location_inquiry  
"Where is the best bakery in Legazpi?",location_inquiry  
"Where is the nearest tea shop in Legazpi?",location_inquiry  
"Where can I find the best coffee shop in Legazpi?",location_inquiry  
"Where is the Legazpi branch of Dunkin' Donuts?",location_inquiry  
"Where is the nearest shopping mall from Legazpi Port?",location_inquiry  
"Where can I buy Mayon Volcano souvenirs?",location_inquiry  
"Where is the closest bike rental shop in Legazpi?",location_inquiry  
"Can you tell me where to rent a motorcycle in Legazpi?",location_inquiry  
"Where is the Legazpi terminal for buses going to Manila?",location_inquiry  
"Where is the nearest ticketing office for Victory Liner in Legazpi?",location_inquiry  
"Can you tell me where the Bicol Isarog booking office is?",location_inquiry  
"Where is the Legazpi airport taxi stand?",location_inquiry  
"Where can I get a tricycle ride in Legazpi City?",location_inquiry  
"Where is the nearest UV Express terminal in Legazpi?",location_inquiry  
"Where can I find a ferry terminal near Legazpi?",location_inquiry  
"Where is the nearest jeepney stop from Embarcadero?",location_inquiry  
"Can you tell me where the Legazpi Grand Terminal waiting area is?",location_inquiry  
"Where is the Legazpi park and ride facility?",location_inquiry  
"Where can I find a charging station for electric vehicles in Legazpi?",location_inquiry  
"Where is the Legazpi City Motor Vehicle Inspection Center?",location_inquiry  
"Can you tell me where the nearest driving school in Legazpi is?",location_inquiry  
"Where is the closest hospital to Lignon Hill?",location_inquiry  
"Where is the nearest pharmacy in the Old Albay District?",location_inquiry  
"Can you give me the location of the nearest health clinic in Legazpi?",location_inquiry  
"Where can I find an animal clinic in Legazpi?",location_inquiry  
"Where is the nearest vaccination center in Legazpi?",location_inquiry  
"Can you tell me where the best dental clinic in Legazpi is?",location_inquiry  
"Where is the nearest therapy center in Legazpi?",location_inquiry  
"Where can I find an optical clinic in Legazpi?",location_inquiry  
"Where is the Legazpi branch of The Generics Pharmacy?",location_inquiry  
"Where is the nearest wellness spa in Legazpi?",location_inquiry  
"Can you tell me where the Legazpi office of PCSO is?",location_inquiry  
"Where is the nearest Lotto outlet in Legazpi?",location_inquiry  
"Where can I find the Legazpi business permit office?",location_inquiry  
"Where is the nearest co-working space in Legazpi?",location_inquiry  
"Can you tell me where the Legazpi Chamber of Commerce is?",location_inquiry  
"Where is the closest bank ATM from Bicol University?",location_inquiry  
"Where can I find the Legazpi labor union office?",location_inquiry  
"Where is the Bureau of Fire Protection office in Legazpi?",location_inquiry  
"Can you give me the address of the nearest waste disposal site in Legazpi?",location_inquiry  
"Where is the water refilling station near Daraga?",location_inquiry  
"Where is the Legazpi City Housing Authority office?",location_inquiry  
"Where is the nearest social security office in Legazpi?",location_inquiry  
"Where can I find a local radio station in Legazpi?",location_inquiry  
"Where is the main broadcasting station in Legazpi?",location_inquiry  
"Where can I buy prepaid load in Legazpi?",location_inquiry  
"Where is the Legazpi City cybercrime unit located?",location_inquiry  
"Can you tell me where the nearest tourist police station is?",location_inquiry  
"Where can I find an IT services shop in Legazpi?",location_inquiry  
"Where is the closest public park in Legazpi?",location_inquiry  
"Can you tell me where the best hiking trail near Legazpi is?",location_inquiry  
"Where is the Legazpi branch of Converge ICT?",location_inquiry  
"Where is the nearest gas station from Bicol University?",location_inquiry  
"Where can I find a business consultancy firm in Legazpi?",location_inquiry  
"Where is the nearest coworking space in Legazpi?",location_inquiry  
"Can you tell me where I can find a library in Legazpi?",location_inquiry  
"Where is the Legazpi City Museum located?",location_inquiry  
"Where can I find a printing shop in Legazpi?",location_inquiry  
"Where is the closest computer accessories store in Legazpi?",location_inquiry  
"Where can I buy a second-hand laptop in Legazpi?",location_inquiry  
"Where is the Legazpi branch of Land Transportation Office (LTO)?",location_inquiry  
"Where is the nearest Social Security System (SSS) office in Legazpi?",location_inquiry  
"Where can I find a PhilHealth office in Legazpi?",location_inquiry  
"Where is the nearest GSIS office in Legazpi?",location_inquiry  
"Can you tell me where the Legazpi City Hall is?",location_inquiry  
"Where is the Office of the Mayor in Legazpi?",location_inquiry  
"Where is the nearest car repair shop in Legazpi?",location_inquiry  
"Where can I get an emissions test in Legazpi?",location_inquiry  
"Where is the closest vehicle registration center in Legazpi?",location_inquiry  
"Where is the LandBank branch in Legazpi?",location_inquiry  
"Where is the nearest BDO branch in Legazpi?",location_inquiry  
"Where can I withdraw money from a Metrobank ATM in Legazpi?",location_inquiry  
"Where is the PNB branch in Legazpi?",location_inquiry  
"Where can I find a development bank in Legazpi?",location_inquiry  
"Where is the Legazpi branch of BPI?",location_inquiry  
"Where can I exchange foreign currency in Legazpi?",location_inquiry  
"Where is the Western Union branch in Legazpi?",location_inquiry  
"Where can I send a package via LBC in Legazpi?",location_inquiry  
"Where is the J&T Express branch in Legazpi?",location_inquiry  
"Where can I pick up a Shopee parcel in Legazpi?",location_inquiry  
"Where is the nearest SM Bills Payment Center in Legazpi?",location_inquiry  
"Where can I find a utility payment center in Legazpi?",location_inquiry  
"Where is the nearest Meralco office in Legazpi?",location_inquiry  
"Where can I report a power outage in Legazpi?",location_inquiry  
"Where is the Legazpi branch of Maynilad or a water service provider?",location_inquiry  
"Where is the nearest public comfort room in Legazpi?",location_inquiry  
"Where is the best night market in Legazpi?",location_inquiry  
"Where can I find a local souvenir shop in Legazpi?",location_inquiry  
"Where is the nearest handicrafts store in Legazpi?",location_inquiry  
"Where can I buy pili nuts in Legazpi?",location_inquiry  
"Where is the closest rental car service in Legazpi?",location_inquiry  
"Where can I hire a private van in Legazpi?",location_inquiry  
"Where is the best camping site near Legazpi?",location_inquiry  
"Where can I book a city tour in Legazpi?",location_inquiry  
"Where is the nearest tourist information center in Legazpi?",location_inquiry  
"Where is the Legazpi City Ecopark located?",location_inquiry  
"Where can I find a mountain biking trail near Legazpi?",location_inquiry  
"Where is the Legazpi Sports Complex?",location_inquiry  
"Where is the nearest skatepark in Legazpi?",location_inquiry  
"Where can I find a tennis court in Legazpi?",location_inquiry  
"Where is the best place to watch the sunset in Legazpi?",location_inquiry  
"Where can I find an animal adoption center in Legazpi?",location_inquiry 
"How long does it take to get from here to the airport?",travel_time_estimate
"Can you estimate the travel time to Legazpi City?",travel_time_estimate
"What's the average time to reach downtown by jeepney?",travel_time_estimate
"How much time does a bus ride to Manila take?",travel_time_estimate
"If I take a taxi, how long will it take to reach the city center?",travel_time_estimate
"How many minutes does it take to get to the mall from here?",travel_time_estimate
"What's the estimated time to travel from here to the train station?",travel_time_estimate
"How long is the ride from this location to the nearest bus stop?",travel_time_estimate
"Can you tell me the expected travel duration to Albay?",travel_time_estimate
"If I leave now, how long will it take to reach the market?",travel_time_estimate
"How long does a tricycle ride take to the university?",travel_time_estimate
"What’s the usual commute time to the main plaza?",travel_time_estimate
"Estimate the time needed to get from here to the terminal.",travel_time_estimate
"How much time does it take to reach the hospital by jeepney?",travel_time_estimate
"Can you give me an approximate travel time to the cathedral?",travel_time_estimate
"How long will a bus take to get me to the city hall?",travel_time_estimate
"What's the expected duration of a jeepney ride to the park?",travel_time_estimate
"If I take a van, how fast can I get to the provincial office?",travel_time_estimate
"How long is the drive to the nearest shopping center?",travel_time_estimate
"Tell me how much time I should expect to reach the university.",travel_time_estimate
"Can you predict the time required to travel to the ferry terminal?",travel_time_estimate
"How long does it usually take to get to the downtown area?",travel_time_estimate
"What’s the estimated arrival time if I take the bus to Tabaco?",travel_time_estimate
"If traffic is light, how soon can I reach the city center?",travel_time_estimate
"Can you calculate the average time to the nearest LRT station?",travel_time_estimate
"How fast can I get to the bus terminal from here?",travel_time_estimate
"How long does it take to walk to the nearest transportation hub?",travel_time_estimate
"What's the typical travel time to the museum by tricycle?",travel_time_estimate
"Estimate the travel time from this location to the pier.",travel_time_estimate
"How long does a ride to the provincial capitol take?",travel_time_estimate
"What's the usual travel duration by bus to the neighboring town?",travel_time_estimate
"If I use public transport, how soon can I get to the central market?",travel_time_estimate
"How many minutes will it take to travel to the downtown station?",travel_time_estimate
"Can you give me an approximate time for a taxi ride to the hotel?",travel_time_estimate
"How much time should I allot for a jeepney ride to the mall?",travel_time_estimate
"If I take the train, how long will it take to reach the next city?",travel_time_estimate
"What's the fastest way to reach the coastal area and how long?",travel_time_estimate
"How soon can I get to the airport if I leave right now?",travel_time_estimate
"Estimate the duration for a tricycle ride to the post office.",travel_time_estimate
"What’s the best time estimate for getting to the stadium?",travel_time_estimate
"Can you tell me the approximate time for a bus ride to Legazpi?",travel_time_estimate
"If I walk, how long will it take me to get to the jeepney stop?",travel_time_estimate
"What's the fastest route to the bus station and how much time?",travel_time_estimate
"How long does it take to drive to the next municipality?",travel_time_estimate
"What’s the estimated time for a boat ride to the island?",travel_time_estimate
"Can you estimate the time to the convention center by taxi?",travel_time_estimate
"How long does a ride on a shared shuttle to the town proper take?",travel_time_estimate
"What’s the travel duration by van from here to the provincial capital?",travel_time_estimate
"If I bike, how long will it take to reach the public market?",travel_time_estimate
"How many minutes does a jeepney ride to the main square take?",travel_time_estimate
"Estimate the travel time for a ferry ride to the nearby province.",travel_time_estimate
"What’s the usual duration of a ride from this location to the seaport?",travel_time_estimate
"Can you tell me how long it takes to reach the border checkpoint?",travel_time_estimate
"How soon can I arrive at the town center if I take a motorbike?",travel_time_estimate
"What’s the best estimate for reaching the local university by bus?",travel_time_estimate
"If I take a private car, how long is the journey to the beach resort?",travel_time_estimate
"How much time should I prepare for a ride to the cathedral?",travel_time_estimate
"What's the estimated time needed to travel by train to the next province?",travel_time_estimate
"If I take a pedicab, how long will it take to reach the nearest mall?",travel_time_estimate
"What’s the expected travel time for a ride from here to the marketplace?",travel_time_estimate
"Estimate the duration of a trip to the provincial airport by bus.",travel_time_estimate
"How soon will I get to the transportation hub if I leave at peak hours?",travel_time_estimate
"Can you calculate the average time to reach the provincial government office?",travel_time_estimate
"What’s the estimated arrival time for a minibus ride to the fishing port?",travel_time_estimate
"If I book a ride-hailing service, how quickly can I get to the stadium?",travel_time_estimate
"How much time does it take to reach the local courthouse by jeepney?",travel_time_estimate
"What’s the estimated time to arrive at the cultural center by car?",travel_time_estimate
"How long does a round trip to the industrial park usually take?",travel_time_estimate
"If I travel by bus, how much time should I set aside for the journey?",travel_time_estimate
"How long will it take to get to the next barangay using public transport?",travel_time_estimate
"If I choose to walk, what’s the estimated time to the central plaza?",travel_time_estimate
"Can you estimate the commute duration from here to the train depot?",travel_time_estimate
"What’s the approximate travel time for a taxi ride to the theme park?",travel_time_estimate
"How quickly can I reach the intercity bus terminal from my location?",travel_time_estimate
"What's the shortest possible time for a ride to the mountain resort?",travel_time_estimate
"How many minutes will it take to go from here to the next ferry port?",travel_time_estimate
"If I take the express bus, how fast can I reach the financial district?",travel_time_estimate
"How long does it take to get to the main bus station?",travel_time_estimate
"Can you estimate the time for a jeepney ride to downtown?",travel_time_estimate
"What’s the expected duration for a taxi ride to the hospital?",travel_time_estimate
"If I take a tricycle, how soon will I arrive at the mall?",travel_time_estimate
"How long does it take to reach the airport using public transport?",travel_time_estimate
"Can you tell me the approximate time to travel to the market?",travel_time_estimate
"What’s the estimated duration of a van ride to the city hall?",travel_time_estimate
"If I take the train, how fast can I reach the city center?",travel_time_estimate
"How many minutes will it take to walk to the nearest bus stop?",travel_time_estimate
"How soon can I get to the town proper if I take a pedicab?",travel_time_estimate
"What's the usual travel time to the provincial capital?",travel_time_estimate
"Can you estimate the duration of a trip to the beach resort?",travel_time_estimate
"If I take a shuttle, how long will it take to reach the airport?",travel_time_estimate
"How quickly can I get to the downtown area by jeepney?",travel_time_estimate
"What's the best route to take if I want to arrive faster?",travel_time_estimate
"How much time does it take to reach the nearest hospital?",travel_time_estimate
"How long will a bus ride from here to the city outskirts take?",travel_time_estimate
"Can you predict how much time a taxi ride to the plaza will take?",travel_time_estimate
"How soon can I arrive at the central park using public transport?",travel_time_estimate
"How much time should I allot for a ride to the train station?",travel_time_estimate
"If I leave now, how fast can I reach the downtown shopping district?",travel_time_estimate
"Can you estimate the commute time to the nearest transportation hub?",travel_time_estimate
"How long does it take to bike from here to the community center?",travel_time_estimate
"What’s the average travel time to the provincial museum?",travel_time_estimate
"Can you tell me how much time a ferry ride to the next island takes?",travel_time_estimate
"How many minutes does a tricycle ride to the government office take?",travel_time_estimate
"What's the estimated time to travel from here to the bus terminal?",travel_time_estimate
"How long will it take to drive from here to the sports complex?",travel_time_estimate
"If I take the express bus, what’s the expected arrival time?",travel_time_estimate
"How quickly can I reach the central marketplace by jeepney?",travel_time_estimate
"Can you calculate the expected travel time for a trip to the pier?",travel_time_estimate
"How long will a shared shuttle ride take to get to the convention center?",travel_time_estimate
"If I walk, how much time will it take to reach the post office?",travel_time_estimate
"What’s the estimated duration of a commute to the municipal hall?",travel_time_estimate
"How long will a private car take to reach the regional airport?",travel_time_estimate
"Can you estimate the total travel time for a bus ride to the next town?",travel_time_estimate
"If traffic is heavy, how much longer will the trip to the city center be?",travel_time_estimate
"How soon can I get to the train depot if I take a taxi?",travel_time_estimate
"How many minutes does it take to reach the business district?",travel_time_estimate
"Can you tell me the expected time to travel by pedicab to the grocery store?",travel_time_estimate
"How long does it take to reach the ferry terminal by shuttle?",travel_time_estimate
"Estimate the time required for a jeepney ride to the next barangay.",travel_time_estimate
"What's the fastest travel time to the intercity transport hub?",travel_time_estimate
"How long will the trip take if I use a ride-hailing service?",travel_time_estimate
"If I take a train, how much time will it take to reach the university?",travel_time_estimate
"How fast can I get to the library by bicycle?",travel_time_estimate
"Can you estimate the travel duration for a motorcycle ride to the plaza?",travel_time_estimate
"If I take a bus, how soon will I reach the city outskirts?",travel_time_estimate
"What’s the shortest possible time to get to the financial district?",travel_time_estimate
"How quickly can I travel to the shopping complex using public transport?",travel_time_estimate
"Can you estimate the journey duration for a car ride to the city center?",travel_time_estimate
"How long does it take for a direct bus to reach the next province?",travel_time_estimate
"If I take a boat, how much time will it take to reach the fishing village?",travel_time_estimate
"Can you calculate the estimated arrival time for a ride to the stadium?",travel_time_estimate
"How soon can I arrive at the nearest LRT station?",travel_time_estimate
"What’s the approximate travel time for a long-distance bus trip?",travel_time_estimate
"If I take a private van, how long will it take to reach the city border?",travel_time_estimate
"How fast can I get to the local marketplace by walking?",travel_time_estimate
"Estimate the duration for a bus trip to the next regional city.",travel_time_estimate
"How much time should I set aside for a ride to the technology park?",travel_time_estimate
"If I use a minibus, what’s the estimated travel time to the mall?",travel_time_estimate
"How long does it take to travel by ferry to the nearest island?",travel_time_estimate
"Can you tell me how soon I’ll arrive at the town hall by motorcycle?",travel_time_estimate
"How quickly can I reach the coastal town using a shared ride?",travel_time_estimate
"What’s the estimated travel duration for a taxi ride to the government office?",travel_time_estimate
"How many minutes does it take for a train ride to the next city?",travel_time_estimate
"If I book a ride-hailing service, how long will the trip take?",travel_time_estimate
"How soon can I get to the cultural center using public transportation?",travel_time_estimate
"Estimate the travel duration for a rental car ride to the beach.",travel_time_estimate
"How long does a cross-city bus journey usually take?",travel_time_estimate
"If I take a van, how much time will it take to reach the border town?",travel_time_estimate
"How fast can I reach the transportation hub if I leave now?",travel_time_estimate
"Can you predict the time required for a tricycle ride to the hotel?",travel_time_estimate
"If I take a jeepney, how long does it take to reach the old town?",travel_time_estimate
"What’s the best estimate for the drive to the international airport?",travel_time_estimate
"How soon can I arrive at the train station by motorcycle?",travel_time_estimate
"If I use public transit, how quickly will I reach the local university?",travel_time_estimate
"How much time does it take to reach the industrial zone by van?",travel_time_estimate
"What's the expected travel time for a taxi ride to the theme park?",travel_time_estimate
"If I take an express train, how long will the journey take?",travel_time_estimate
"How quickly can I arrive at the town border using a private car?",travel_time_estimate
"Can you estimate the duration of a subway ride to the downtown area?",travel_time_estimate
"If I ride a scooter, how soon will I arrive at the next barangay?",travel_time_estimate
"How fast can I get to the city center if I take a bullet train?",travel_time_estimate
"If I take a ride-sharing service, how long does the trip take?",travel_time_estimate
"What's the shortest time possible to reach the lakeside resort?",travel_time_estimate
"How quickly can I get to the trade fair venue using public transit?",travel_time_estimate
"If I take a minibus, how much time does it take to reach the village center?",travel_time_estimate
"How long does it take to drive to the border checkpoint?",travel_time_estimate
"How long does it take to get from Daraga to Legazpi City?",travel_time_estimate
"Can you estimate the time for a jeepney ride from Legazpi to Albay Cathedral?",travel_time_estimate
"What’s the expected duration for a taxi ride to Legazpi Airport?",travel_time_estimate
"If I take a tricycle, how soon will I arrive at SM City Legazpi?",travel_time_estimate
"How long does it take to reach Cagsawa Ruins from Legazpi City?",travel_time_estimate
"Can you tell me the approximate time to travel from Legazpi to Lignon Hill?",travel_time_estimate
"What’s the estimated duration of a van ride from Legazpi to Tabaco?",travel_time_estimate
"If I take the train, how fast can I reach Naga from Legazpi?",travel_time_estimate
"How many minutes will it take to walk from Embarcadero to Pacific Mall?",travel_time_estimate
"How soon can I get to Legazpi Grand Terminal if I take a jeepney?",travel_time_estimate
"What's the usual travel time from Legazpi to Mayon Volcano Viewpoint?",travel_time_estimate
"Can you estimate the duration of a trip from Legazpi to Misibis Bay?",travel_time_estimate
"If I take a shuttle, how long will it take to reach the Legazpi City Hall?",travel_time_estimate
"How quickly can I get to the Albay Astrodome by jeepney?",travel_time_estimate
"What's the best route to take if I want to arrive at Legazpi Boulevard faster?",travel_time_estimate
"How much time does it take to reach Peñaranda Park from downtown Legazpi?",travel_time_estimate
"How long will a bus ride from Legazpi to Donsol take?",travel_time_estimate
"Can you predict how much time a taxi ride from Legazpi to Sorsogon will take?",travel_time_estimate
"How soon can I arrive at the Ibalong Centrum using public transport?",travel_time_estimate
"How much time should I allot for a ride to the Albay Capitol?",travel_time_estimate
"If I leave now, how fast can I reach the Legazpi City Public Market?",travel_time_estimate
"Can you estimate the commute time from Legazpi to Jovellar?",travel_time_estimate
"How long does it take to bike from Legazpi to the Bicol University Main Campus?",travel_time_estimate
"What’s the average travel time from Legazpi to Bacacay?",travel_time_estimate
"Can you tell me how much time a ferry ride from Legazpi Port to Rapu-Rapu takes?",travel_time_estimate
"How many minutes does a tricycle ride from Legazpi to Daraga Church take?",travel_time_estimate
"What's the estimated time to travel from Legazpi to Camalig?",travel_time_estimate
"How long will it take to drive from Legazpi to Polangui?",travel_time_estimate
"If I take the express bus, what’s the expected arrival time in Manila from Legazpi?",travel_time_estimate
"How quickly can I reach Legazpi's Bicol International Airport by jeepney?",travel_time_estimate
"Can you calculate the expected travel time for a trip from Legazpi to Guinobatan?",travel_time_estimate
"How long will a shared shuttle ride take to get to Mayon Skyline View Deck?",travel_time_estimate
"If I walk, how much time will it take to reach Albay District?",travel_time_estimate
"What’s the estimated duration of a commute from Legazpi to Santo Domingo?",travel_time_estimate
"How long will a private car take to reach Vera Falls from Legazpi?",travel_time_estimate
"Can you estimate the total travel time for a bus ride from Legazpi to Ligao?",travel_time_estimate
"If traffic is heavy, how much longer will the trip to Daraga take from Legazpi?",travel_time_estimate
"How soon can I get to LCC Mall if I take a taxi?",travel_time_estimate
"How many minutes does it take to reach Legazpi's business district?",travel_time_estimate
"Can you tell me the expected time to travel by pedicab to Legazpi City Terminal?",travel_time_estimate
"How long does it take to reach Hoyop-Hoyopan Cave by shuttle from Legazpi?",travel_time_estimate
"Estimate the time required for a jeepney ride from Legazpi to Tiwi?",travel_time_estimate
"What's the fastest travel time from Legazpi to Cagraray Island?",travel_time_estimate
"How long will the trip take if I use a ride-hailing service in Legazpi?",travel_time_estimate
"If I take a train, how much time will it take to reach Daraga?",travel_time_estimate
"How fast can I get to the Legazpi Public Market by bicycle?",travel_time_estimate
"Can you estimate the travel duration for a motorcycle ride from Legazpi to Bacacay?",travel_time_estimate
"If I take a bus, how soon will I reach the Legazpi Bus Terminal?",travel_time_estimate
"What’s the shortest possible time to get to Mayon Resthouse?",travel_time_estimate
"How quickly can I travel from Legazpi to Cagsawa National Museum using public transport?",travel_time_estimate
"Can you estimate the journey duration for a car ride from Legazpi to Manito?",travel_time_estimate
"How long does it take for a direct bus to reach Legazpi from Manila?",travel_time_estimate
"If I take a boat, how much time will it take to reach Rapu-Rapu Island?",travel_time_estimate
"Can you calculate the estimated arrival time for a ride from Legazpi to Bulusan?",travel_time_estimate
"How soon can I arrive at the nearest LRT station from Legazpi?",travel_time_estimate
"What’s the approximate travel time for a long-distance bus trip from Legazpi to Naga?",travel_time_estimate
"If I take a private van, how long will it take to reach Matnog from Legazpi?",travel_time_estimate
"How fast can I get to the Legazpi Port if I leave now?",travel_time_estimate
"Estimate the duration for a bus trip from Legazpi to Tabaco?",travel_time_estimate
"How much time should I set aside for a ride to the Legazpi Science Centrum?",travel_time_estimate
"If I use a minibus, what’s the estimated travel time from Legazpi to Santo Domingo?",travel_time_estimate
"How long does it take to travel by ferry from Legazpi to San Miguel Island?",travel_time_estimate
"Can you tell me how soon I’ll arrive at Daraga Public Market by motorcycle?",travel_time_estimate
"How quickly can I reach Sumlang Lake using a shared ride from Legazpi?",travel_time_estimate
"What’s the estimated travel duration for a taxi ride from Legazpi to Malilipot?",travel_time_estimate
"How many minutes does it take for a train ride from Legazpi to Guinobatan?",travel_time_estimate
"If I book a ride-hailing service, how long will the trip take from Legazpi to Legaspi Boulevard?",travel_time_estimate
"How soon can I get to Ligñon Hill using public transportation?",travel_time_estimate
"Estimate the travel duration for a rental car ride from Legazpi to Camalig.",travel_time_estimate
"How long does a cross-city bus journey usually take from Legazpi?",travel_time_estimate
"If I take a van, how much time will it take to reach Manito from Legazpi?",travel_time_estimate
"How fast can I reach Embarcadero if I leave now from downtown Legazpi?",travel_time_estimate
"Can you predict the time required for a tricycle ride from Legazpi to Barangay 23?",travel_time_estimate
"If I take a jeepney, how long does it take to reach the Albay Capitol?",travel_time_estimate
"What’s the best estimate for the drive from Legazpi to Matnog Port?",travel_time_estimate
"How soon can I arrive at the Pacific Mall from Legazpi Airport?",travel_time_estimate
"If I use public transit, how quickly will I reach the Albay Park and Wildlife?",travel_time_estimate
"How much time does it take to reach Daraga Church from Legazpi?",travel_time_estimate
"What's the expected travel time for a taxi ride to Peñaranda Park?",travel_time_estimate
"How long does it take to drive from Legazpi to Tiwi Hot Springs?",travel_time_estimate
"What’s the estimated travel time from Legazpi to Bacacay Beach?",travel_time_estimate
"How quickly can I get to Legazpi City Hall from SM City Legazpi?",travel_time_estimate
"If I take a tricycle, how long will it take to reach Daraga?",travel_time_estimate
"What’s the average travel time for a jeepney ride from Legazpi to Albay Astrodome?",travel_time_estimate
"How soon can I reach the Legazpi Public Market if I take a bus?",travel_time_estimate
"Can you estimate the duration of a van ride from Legazpi to Donsol?",travel_time_estimate
"How many minutes will it take to get to Bicol University Main Campus from the terminal?",travel_time_estimate
