How soon can I arrive at the Ibalong Centrum using public transport?,O O O O O O O B-DESTINATION I-DESTINATION O B-TRANSPORT I-TRANSPORT,
"If I leave now, how fast can I reach the Legazpi City Public Market?",O O O B-TIME O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION,
Can you estimate the commute time from Legazpi to Jovellar?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION,
Can you tell me how much time a ferry ride from Legazpi Port to Rapu-Rapu takes?,O O O O O O B-TIME O B-TRANSPORT I-TRANSPORT O B-ORIGIN I-ORIGIN O B-DESTINATION O,
How many minutes does a tricycle ride from Legazpi to Daraga Church take?,O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION O,
How long will it take to drive from Legazpi to Polangui?,O O O O O O B-TRANSPORT O B-ORIGIN O B-DESTINATION,
How quickly can I reach Legazpi's Bicol International Airport by jeepney?,O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
Can you calculate the expected travel time for a trip from Legazpi to Guinobatan?,O O O O O O B-TIME O O O O B-ORIGIN O B-DESTINATION,
How long will a shared shuttle ride take to get to Mayon Skyline View Deck?,O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O O O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION,
"If I walk, how much time will it take to reach Albay District?",O O B-TRANSPORT O O B-TIME O O O O O B-DESTINATION I-DESTINATION,
what's the estimated TIME of a commute from Legazpi to Santo Domingo?,O O O O B-TIME O O O O B-ORIGIN O B-DESTINATION I-DESTINATION,
How long will a private car take to reach Vera Falls from Legazpi?,O O O O B-TRANSPORT I-TRANSPORT O O O B-DESTINATION I-DESTINATION O B-ORIGIN,
Can you estimate the total travel time for a bus ride from Legazpi to Ligao?,O O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
"If traffic is heavy, how much longer will the trip to Daraga take from Legazpi?",O B-CONDITION O I-CONDITION O O O O O O O B-DESTINATION O O B-ORIGIN,
How soon can I get to LCC Mall if I take a taxi?,O O O O O O B-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
Can you tell me the expected time to travel by pedicab to Legazpi City Terminal?,O O O O O O B-TIME O O O B-TRANSPORT O B-DESTINATION I-DESTINATION I-DESTINATION,
How long does it take to reach Hoyop-Hoyopan Cave by shuttle from Legazpi?,O O O O O O O B-DESTINATION I-DESTINATION O B-TRANSPORT O B-ORIGIN,
Estimate the time required for a jeepney ride from Legazpi to Tiwi?,O O B-TIME O O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
How fast can I get to the Legazpi Public Market by bicycle?,O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
"If I take a bus, how soon will I reach the Legazpi Bus Terminal?",O O O O B-TRANSPORT O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION ,
what's the shortest possible time to get to Mayon Resthouse?,O O O O O B-TIME O O O B-DESTINATION I-DESTINATION,
How quickly can I travel from Legazpi to Cagsawa National Museum using public transport?,O O O O O O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT I-TRANSPORT,
Can you estimate the journey TIME for a car ride from Legazpi to Manito?,O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
How long does it take for a direct bus to reach Legazpi from Manila?,O O O O O O O O B-TRANSPORT O O B-DESTINATION O B-ORIGIN,
Can you calculate the estimated arrival time for a ride from Legazpi to Bulusan?,O O O O O O B-TIME O O O O B-ORIGIN O B-DESTINATION,
How soon can I arrive at the nearest LRT station from Legazpi?,O O O O O O O O B-DESTINATION I-DESTINATION O B-ORIGIN,
How fast can I get to the Legazpi Port if I leave now?,O O O O O O O B-DESTINATION I-DESTINATION O O O B-TIME,
Estimate the TIME for a bus trip from Legazpi to Tabaco?,O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
How much time should I set aside for a ride to the Legazpi Science Centrum?,O O B-TIME O O O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION,
"If I use a minibus, what's the estimated travel time from Legazpi to Santo Domingo?",O O O O B-TRANSPORT O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION,
How long does it take to travel by ferry from Legazpi to San Miguel Island?,O O O O O O O O B-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION,
Can you tell me how soon I'll arrive at Daraga Public Market by motorcycle?,O O O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
How quickly can I reach Sumlang Lake using a shared ride from Legazpi?,O O O O O B-DESTINATION I-DESTINATION O O B-TRANSPORT I-TRANSPORT O B-ORIGIN,
what's the estimated travel TIME for a taxi ride from Legazpi to Malilipot?,O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
How many minutes does it take for a train ride from Legazpi to Guinobatan?,O O B-TIME O O O O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
"If I book a ride-hailing service, how long will the trip take from Legazpi to Legaspi Boulevard?",O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O O O O O O B-ORIGIN O B-DESTINATION I-DESTINATION,
"If I take a van, how much time will it take to reach Manito from Legazpi?",O O O O B-TRANSPORT O O B-TIME O O O O O B-DESTINATION O B-ORIGIN,
How fast can I reach Embarcadero if I leave now from downtown Legazpi?,O O O O O B-DESTINATION O O O B-TIME O O B-ORIGIN,
Can you predict the time required for a tricycle ride from Legazpi to Barangay 23?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
what's the best estimate for the drive from Legazpi to Matnog Port?,O O O O O O O B-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
How soon can I arrive at the Pacific Mall from Legazpi Airport?,O O O O O O O B-DESTINATION I-DESTINATION O B-ORIGIN I-ORIGIN,
How long does it take to drive from Legazpi to Tiwi Hot Springs?,O O O O O O B-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION,
"If I take a tricycle, how long will it take to reach Daraga?",O O O O B-TRANSPORT O O O O O O O B-DESTINATION,
How soon can I reach the Legazpi Public Market if I take a bus?,O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O O O O B-TRANSPORT ,
Can you estimate the TIME of a van ride from Legazpi to Donsol?,O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION ,
How many minutes will it take to get to Bicol University Main Campus from the terminal?,O O B-TIME O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION O O B-ORIGIN,
How long does a jeepney ride take from Legazpi Grand Terminal to LCC Mall?,O O O O B-TRANSPORT I-TRANSPORT O O B-ORIGIN I-ORIGIN I-ORIGIN O B-DESTINATION I-DESTINATION,
what's the expected travel TIME from Legazpi to Mayon Volcano Park?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION,
"If I take a taxi, how soon will I arrive at the Legazpi Port?",O O O O B-TRANSPORT O O O O O O O B-DESTINATION I-DESTINATION,
Can you tell me the estimated time for a boat ride from Legazpi to Cagraray Island?,O O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
What's the usual travel time from Legazpi to Ligao City by bus?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION O B-TRANSPORT,
Can you estimate the travel time from Legazpi to Santo Domingo by jeepney?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION O B-TRANSPORT,
How many minutes does it take to drive from Legazpi to the Mayon Skyline View Deck?,O O B-TIME O O O O B-TRANSPORT O B-ORIGIN O O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION,
How quickly can I reach the Albay Capitol if I use public transportation?,O O O O O O B-DESTINATION I-DESTINATION O O O B-TRANSPORT I-TRANSPORT,
"If I book a ride-hailing service, how much time will it take to reach Pacific Mall?",O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O B-TIME O O O O O B-DESTINATION I-DESTINATION,
How fast can I get to the Ibalong Centrum if I take a taxi?,O O O O O O O B-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
How long will a motorcycle ride take from Legazpi to Hoyop-Hoyopan Cave?,O O O O B-TRANSPORT I-TRANSPORT O O B-ORIGIN O B-DESTINATION I-DESTINATION,
Can you estimate the time required for a jeepney ride to Daraga Public Market?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT O B-DESTINATION I-DESTINATION I-DESTINATION,
How soon can I reach Sumlang Lake from Legazpi by tricycle?,O O O O O B-DESTINATION I-DESTINATION O B-ORIGIN O B-TRANSPORT,
"If I leave now, how long will it take to reach Lignon Hill by jeepney?",O O O B-TIME O O O O O O O B-DESTINATION I-DESTINATION O B-TRANSPORT,
Can you tell me how much time I need to drive from Legazpi to Bulusan Lake?,O O O O O O B-TIME O O O B-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
How quickly can I reach Pe??randa Park if I take a tricycle?,O O O O O B-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
How soon can I arrive at Legazpi Grand Terminal by bus?,O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
Can you estimate the travel time for a minibus ride from Legazpi to Matnog?,O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
How fast can I get to Legazpi Science Centrum by public transport?,O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT I-TRANSPORT,
How long does a ride-hailing service take from Legazpi to Malilipot?,O O O O B-TRANSPORT I-TRANSPORT O O B-ORIGIN O B-DESTINATION,
Can you estimate the travel time from Legazpi to Bacacay by boat?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION O B-TRANSPORT,
How soon can I arrive at the Albay Park and Wildlife if I take a taxi?,O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
Can you estimate the travel time from Legazpi to Naga by train?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION O B-TRANSPORT,
Can you tell me the estimated time to travel from Legazpi to Manito?,O O O O O O B-TIME O O O B-ORIGIN O B-DESTINATION,
How fast can I get to the Legazpi Airport if I take a tricycle?,O O O O O O O B-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
"If I take a shared shuttle, how long will the trip to Misibis Bay take?",O O O O B-TRANSPORT I-TRANSPORT O O O O O O B-DESTINATION I-DESTINATION O,
Can you calculate the estimated time to reach Cagsawa National Museum by jeepney?,O O O O O B-TIME O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
How long does a car ride take from Legazpi to Mayon Volcano Viewpoint?,O O O O B-TRANSPORT I-TRANSPORT O O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION,
How soon can I reach the Albay Cathedral from Legazpi by tricycle?,O O O O O O B-DESTINATION I-DESTINATION O B-ORIGIN O B-TRANSPORT,
What's the approximate travel time from Legazpi to Daraga Church by pedicab?,O O O O B-ACTIVITY B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION O B-TRANSPORT,
How long does it take to reach Legazpi Grand Terminal by walking?,O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
How many minutes does a van ride from Legazpi to Rapu-Rapu take?,O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION O,
what's the estimated time to travel from Legazpi to Mayon Skyline View Deck?,O O O O B-TIME O O O B-ORIGIN O B-DESTINATION I-DESTINATION I-DESTINATION I-DESTINATION,
Can you estimate the time required for a bus ride from Legazpi to Tiwi?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION,
"If I book a taxi, how long will it take to reach Legazpi Public Market?",O O O O B-TRANSPORT O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION,
How quickly can I reach the Legazpi Science Centrum by motorcycle?,O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-TRANSPORT,
How long does it take for a pedicab ride from Legazpi to Albay District?,O O O O O O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
Can you estimate the travel time from Legazpi to LCC Mall using public transport?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION O B-TRANSPORT I-TRANSPORT,
"If I leave now, how soon will I get to Sumlang Lake by tricycle?",O O O B-TIME O O O O O O B-DESTINATION I-DESTINATION O B-TRANSPORT,
what's the estimated travel time from Legazpi to Matnog Port by private car?,O O O O O B-TIME O B-ORIGIN O B-DESTINATION I-DESTINATION O B-TRANSPORT I-TRANSPORT,
"If I take a boat, how long will it take to reach San Miguel Island from Legazpi?",O O O O B-TRANSPORT O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION O B-ORIGIN,
Can you estimate the TIME of a van ride from Legazpi to Santo Domingo?,O O O O B-TIME O O B-TRANSPORT I-TRANSPORT O B-ORIGIN O B-DESTINATION I-DESTINATION,
"If I take a shared ride, how long will it take to reach Mayon Volcano Viewpoint?",O O O O B-TRANSPORT I-TRANSPORT O O O O O O O B-DESTINATION I-DESTINATION I-DESTINATION,
How many minutes will it take to drive there?,O O B-TIME O O O O B-TRANSPORT B-DESTINATION,
Can you estimate the TIME of a bike ride?,O O O O B-TIME O O B-TRANSPORT I-TRANSPORT,
"If I walk, how long will it take to get there?",O O B-TRANSPORT O O O O O O O B-DESTINATION,
How soon can I reach there if I use a ride-hailing service?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
How long does it usually take by subway?,O O O O O O O B-TRANSPORT,
How quickly can I reach my destination if I drive at normal speed?,O O O O O O B-DESTINATION O O B-TRANSPORT O O O,
what's the usual travel time during rush hour?,O O O O O B-TIME B-CONDITION I-CONDITION B-TIME,
How long will the journey take if there's heavy traffic?,O O O O O O O O O B-CONDITION I-CONDITION,
Can you tell me the estimated time if I take the fastest route?,O O O O O O B-TIME O O O O O B-ROUTE,
How much time does it take to reach there if I avoid highways?,O O B-TIME O O O O O B-DESTINATION O O O B-CONDITION,
How soon can I get there if I use an electric scooter?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
How fast can I get there if I take a non-stop flight?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
"If I use a shared ride service, what's the estimated time?",O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O O O B-TIME,
How long does it take to get there using a rental bike?,O O O O O O O B-DESTINATION O O B-TRANSPORT I-TRANSPORT,
Can you estimate the time required for a metro ride?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT,
How quickly can I get there using a private car?,O O O O O B-DESTINATION O O B-TRANSPORT I-TRANSPORT,
How soon can I reach my destination if I take an overnight bus?,O O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
"If I drive late at night, will the travel time be shorter?",O O B-TRANSPORT B-TIME I-TIME I-TIME O O O B-TIME O O,
Can you calculate the estimated arrival time for a commuter train?,O O O O O O B-TIME O O B-TRANSPORT I-TRANSPORT,
How long will a tuk-tuk ride take to reach there?,O O O O B-TRANSPORT I-TRANSPORT O O O B-DESTINATION ,
How soon can I get there if I take an express bus?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
Can you estimate the time required for a pedicab ride?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT,
"If I take a high-speed rail, how fast can I get there?",O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O O O O B-DESTINATION,
How long does it take if I use a commuter van?,O O O O O O O O O B-TRANSPORT I-TRANSPORT,
what's the expected TIME if I take a horse-drawn carriage?,O O O O B-TIME O O O O B-TRANSPORT I-TRANSPORT,
How fast can I reach my destination using a high-speed boat?,O O O O O O B-DESTINATION O O B-TRANSPORT I-TRANSPORT,
How soon can I get there if I take a cable car?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
"If I travel on foot, what's the estimated time to reach?",O O O B-TRANSPORT I-TRANSPORT O O O O B-TIME O O ,
How long does a one-way train ride take?,O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O,
How quickly can I reach there using an e-bike?,O O O O O B-DESTINATION O O B-TRANSPORT,
"If I take a hovercraft, how soon will I arrive?",O O O O B-TRANSPORT O O O O O ,
what's the estimated time for a journey on a bullet train?,O O O O B-TIME O O O O O B-TRANSPORT I-TRANSPORT,
How long will a jet ski ride take to get there?,O O O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O O B-DESTINATION,
How soon can I reach if I take a cargo ship?,O O O O O O O O O B-TRANSPORT I-TRANSPORT,
How long does it take to get there using an underground train?,O O O O O O O B-DESTINATION O O B-TRANSPORT I-TRANSPORT,
"If I use an intercity bus, what's the estimated travel time?",O O O O B-TRANSPORT I-TRANSPORT O O O O O B-TIME,
what's the estimated TIME if I take an auto-rickshaw?,O O O O B-TIME O O O O B-TRANSPORT,
How fast can I get there if I use a Segway?,O O O O O B-DESTINATION O O O O B-TRANSPORT,
How quickly can I reach my destination if I take a monorail?,O O O O O O B-DESTINATION O O O O B-TRANSPORT,
How long does a short-haul flight take?,O O O O B-TRANSPORT I-TRANSPORT O,
what's the usual time for a cross-country bus ride?,O O O O B-TIME O O B-TRANSPORT I-TRANSPORT I-TRANSPORT,
"If I take an overnight ferry, how long will the trip take?",O O O O B-TRANSPORT I-TRANSPORT O O O O O O ,
Can you estimate the time required for a tram ride?,O O O O B-TIME O O O B-TRANSPORT I-TRANSPORT,
"If I book a long-distance coach, how long will it take?",O O O O B-TRANSPORT I-TRANSPORT O O O O O ,
"If I travel by bullet train, how soon can I reach?",O O O O B-TRANSPORT I-TRANSPORT O O O O O ,
How quickly can I get there using a small plane?,O B-TIME O O O B-DESTINATION O O B-TRANSPORT I-TRANSPORT,
How long does it take to get there using a hoverboard?,O B-TIME O O O O O B-DESTINATION O O B-TRANSPORT,
what's the estimated time for a cross-border train ride?,O O O O B-TIME O O B-TRANSPORT I-TRANSPORT B-ACTIVITY,
How much time should I expect for a gondola ride?,O B-TIME I-TIME O O O O O B-TRANSPORT B-ACTIVITY,
"If I take a zipline, how quickly can I reach my destination?",O O O O B-TRANSPORT O B-TIME O O O B-DESTINATION,
How soon can I get there if I ride a dog sled?,O B-TIME O O O B-DESTINATION O O B-ACTIVITY O B-TRANSPORT I-TRANSPORT,
How long does it take to get there using a speedboat?,O O O O O O O B-DESTINATION O O B-TRANSPORT,
How quickly can I reach if I take a wind-powered vehicle?,O O O O O O O O O B-TRANSPORT I-TRANSPORT,
"If I take a suborbital flight, how quickly will I reach?",O O O O B-TRANSPORT I-TRANSPORT O O O O O ,
How soon can I get there if I take an amphibious vehicle?,O O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
"If I ride an all-terrain vehicle, what's the estimated time?",O O B-ACTIVITY O O B-TRANSPORT I-TRANSPORT I-TRANSPORT O O B-TIME I-TIME,
How long does it take if I travel using a solar-powered car?,O O O O O O O I-ACTIVITY O O B-TRANSPORT I-TRANSPORT,
"If I book a jetpack, how quickly can I get there?",O O O O B-TRANSPORT O B-TIME O O O B-DESTINATION,
"If I ride a jeepney, how soon will I arrive?",O O B-ACTIVITY O B-TRANSPORT O B-TIME O O B-ACTIVITY,
How quickly can I reach my destination using a jeepney?,O B-TIME O O O O B-DESTINATION O O B-TRANSPORT,
How quickly can I get there using a jeepney during off-peak hours?,O B-TIME O O O B-DESTINATION O O B-TRANSPORT O B-TIME I-TIME,
Can you estimate the time required for a jeepney ride with multiple stops?,O O O O B-TIME I-TIME O O B-TRANSPORT I-ACTIVITY O O B-CONDITION,
How much time does a long-distance jeepney ride take?,O O B-TIME O O B-CONDITION B-TRANSPORT B-ACTIVITY O,
"If I transfer between jeepneys, how long will my trip take?",O O B-ACTIVITY O B-TRANSPORT O B-TIME O O B-ACTIVITY O,
How quickly can I reach my destination if I take a jeepney with fewer stops?,O O O O O O B-DESTINATION O O O O B-TRANSPORT O O O,
"If I take a jeepney with heavy passenger load, will it take longer?",O O O O B-TRANSPORT O O O B-ROUTE O O O O,
How much time should I allot for a jeepney trip across town?,O O B-TIME O O O O O B-TRANSPORT O B-ROUTE B-ROUTE,
what's the estimated time if I ride a jeepney with a shortcut route?,O O O O B-TIME O O O O B-TRANSPORT O O B-ROUTE I-ROUTE,
How quickly can I get to my workplace using a jeepney?,O B-TIME O O O O O B-DESTINATION O O B-TRANSPORT,
"If I take a jeepney with a detour, how much longer will it take?",O O O O B-TRANSPORT O O B-ROUTE O O B-TIME O O O,
How much time will a provincial jeepney ride take?,O O B-TIME O O B-TRANSPORT I-TRANSPORT O O,
How long does a late-night jeepney ride take?,O B-TIME O O B-TIME B-TRANSPORT O O,
what's the travel time difference between an ordinary and an express jeepney?,O O O O B-TIME O O O O O O B-TRANSPORT I-TRANSPORT,
How quickly can I get to the bus terminal using a jeepney?,O B-TIME O O O O O O B-DESTINATION O O B-TRANSPORT,
"If I take a jeepney early in the morning, will the travel time be shorter?",O O O O B-TRANSPORT B-TIME O O B-TIME O O O B-TIME O B-TIME,
what's the estimated travel time for a full jeepney loop?,O O O O B-ACTIVITY B-TIME O O B-ROUTE B-TRANSPORT I-ROUTE,
How much time does it take for a round-trip jeepney ride?,O O B-TIME O O O O O B-ROUTE I-ROUTE B-TRANSPORT,
How quickly can I reach my stop if the jeepney is full?,O B-TIME O O O O B-DESTINATION O O B-TRANSPORT O B-CONDITION,
How much extra time should I allow if the jeepney is stopping frequently?,O O B-TIME I-TIME O O O O O B-TRANSPORT O B-CONDITION I-CONDITION,
what's the estimated TIME of a jeepney ride with heavy traffic?,O O O O B-TIME O O B-TRANSPORT O O B-CONDITION I-CONDITION,
How soon can I reach my destination if the jeepney driver takes an alternative route?,O B-TIME O O O O B-DESTINATION O O B-TRANSPORT O O O B-ALTERNATIVE B-ROUTE,
Can you estimate the travel time for a jeepney ride across town?,O O O O O B-TIME O O B-TRANSPORT O B-ROUTE I-ROUTE,
O O O O B-TIME O O B-TRANSPORT O O B-CONDITION I-CONDITION,O O O O B-TIME O O B-TRANSPORT O O O O,
How soon can I get there using a jeepney with a direct route?,O B-TIME O O O B-DESTINATION O O B-TRANSPORT O O B-ROUTE I-ROUTE,
How long does it take if I ride a jeepney that takes detours?,O B-TIME O O O O O O O B-TRANSPORT O O B-ROUTE,
How much extra time should I expect if the jeepney is stuck in traffic?,O O B-TIME I-TIME O O O O O B-TRANSPORT O B-CONDITION O I-CONDITION,
"If I take a jeepney along a coastal road, what's the estimated travel time?",O O O O B-TRANSPORT O O B-ROUTE I-ROUTE O O O O B-TIME,
How soon can I reach my stop if I take an air-conditioned jeepney?,O B-TIME O O O O B-DESTINATION O O O O B-TRANSPORT I-TRANSPORT,
"If I take a jeepney in the rain, how much longer will the trip take?",O O O O B-TRANSPORT O O B-CONDITION O O B-TIME O O O O,
How much time does a typical morning jeepney commute take?,O O B-TIME O O O B-TIME B-TRANSPORT O O,
"If I take a jeepney, how quickly can I reach the nearest shopping mall?",O O O O B-TRANSPORT O B-TIME O O O O O B-DESTINATION I-DESTINATION,
"If I take a jeepney with a special route, how long will it take?",O O O O B-TRANSPORT O O B-ROUTE I-ROUTE O B-TIME O O O,
"If I take a jeepney, how quickly can I get to the ferry terminal?",O O O O B-TRANSPORT O B-TIME O O O O O B-DESTINATION I-DESTINATION,
How much time does a late-night jeepney ride take compared to daytime?,O O B-TIME O O B-TIME B-TRANSPORT O O O O B-TIME,
How soon can I reach my stop if I take a jeepney through a shortcut?,O B-TIME O O O O B-DESTINATION O O O O B-TRANSPORT O O B-ROUTE,
How long does a fully loaded jeepney take to reach its destination?,O B-TIME O O B-CONDITION I-CONDITION B-TRANSPORT O O O O B-DESTINATION,
"If I take a jeepney now, when will I arrive?",O O O O B-TRANSPORT B-TIME O B-TIME O O O,
"If I take a jeepney during non-peak hours, how fast will I get there?",O O O O B-TRANSPORT B-TIME I-TIME I-TIME O B-TIME O O O B-DESTINATION,
How soon can I reach the bus station if I take a jeepney?,O B-TIME O O O O B-DESTINATION I-DESTINATION O O O O B-TRANSPORT,
"If I take a jeepney early in the morning, will I reach faster?",O O O O B-TRANSPORT B-TIME O O O B-TIME,
How long will it take if I take a jeepney with frequent stops?,O B-TIME O O O O O O O B-TRANSPORT O B-CONDITION I-CONDITION,
How quickly can I get to the park using a jeepney?,O B-TIME O O O O O B-DESTINATION O O B-TRANSPORT,
"If I ride a jeepney during rush hour, how much extra time should I allow?",O O O O B-TRANSPORT B-TIME I-TIME I-TIME O O B-TIME I-TIME O O O,
How long does it take to travel by jeepney during a holiday?,O B-TIME O O O O O O B-TRANSPORT B-TIME O I-TIME,
"If I take a jeepney, how long before I reach my friend's house?",O O O O B-TRANSPORT O B-TIME O O O O B-DESTINATION I-DESTINATION,
How long does a jeepney ride take if there's a roadblock?,O B-TIME O O B-TRANSPORT B-ACTIVITY O O O O O B-CONDITION,
How long does it take to travel by jeepney to the next town?,O B-TIME O O O O O O B-TRANSPORT O O O B-DESTINATION,
How quickly can I get to the airport using a jeepney?,O B-TIME O O O O O B-DESTINATION O O B-TRANSPORT,
How long does a jeepney ride take to reach the business district?,O B-TIME O O B-TRANSPORT O O O O O B-DESTINATION I-DESTINATION,
How much time should I expect for a jeepney ride in the rain?,O O B-TIME O O O O O B-TRANSPORT O O O B-CONDITION,
"If I take a jeepney, how soon can I reach the government offices?",O O O O B-TRANSPORT O B-TIME O O O O B-DESTINATION I-DESTINATION,
what's the estimated time if I take a jeepney with no delays?,O O O O B-TIME O O O O B-TRANSPORT O B-CONDITION I-CONDITION,
"If I take a jeepney and then a tricycle, how long will my trip take?",O O O O B-TRANSPORT O O O B-TRANSPORT O B-TIME O O O O,
How long does a regular jeepney trip take in my city?,O B-TIME O O B-TRANSPORT I-TRANSPORT O O O O B-LOCATION,
"If I ride a jeepney with fewer passengers, will I get there faster?",O O O O B-TRANSPORT O B-CONDITION I-CONDITION O O O B-DESTINATION B-TIME,
How long does a jeepney ride take if there are stoplights?,O B-TIME O O B-TRANSPORT O O O O O B-CONDITION,
Where can I get the best view of Mayon Volcano?,O O O O O O O O B-LOCATION I-LOCATION,
What are the top tourist spots in Legazpi City?,O O O O O B-ACTIVITY O B-LOCATION I-LOCATION,
Can you tell me about the history of Cagsawa Ruins?,O O O O O O B-ACTIVITY O B-LOCATION I-LOCATION,
How do I get to Lignon Hill?,O O O O O B-LOCATION I-LOCATION,
Where can I go ziplining in Legazpi?,O O O O B-ACTIVITY O B-LOCATION,
Where is the best place to take photos of Mayon Volcano?,O O O O O O B-ACTIVITY I-ACTIVITY O B-LOCATION I-LOCATION,
What activities can I do at Embarcadero?,O B-ACTIVITY O O O O B-LOCATION,
Where is the Legazpi Boulevard located?,O O O B-LOCATION I-LOCATION O,
Can I go biking at Legazpi Boulevard?,O O O B-ACTIVITY O B-LOCATION I-LOCATION,
Where is Sumlang Lake?,O O B-LOCATION I-LOCATION,
What are the activities available at Sumlang Lake?,O O O B-ACTIVITY O O B-LOCATION I-LOCATION,
Where can I ride an ATV near Mayon Volcano?,O O O B-ACTIVITY O I-ACTIVITY O B-LOCATION I-LOCATION,
Is there an ATV rental service for Mayon trekking?,O O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-ACTIVITY,
Where can I see lava flows from Mayon Volcano?,O O O B-ACTIVITY I-ACTIVITY I-ACTIVITY O B-LOCATION I-LOCATION,
How do I get to Vera Falls?,O O O O O B-LOCATION I-LOCATION,
Where can I go hiking in Legazpi?,O O O O B-ACTIVITY O B-LOCATION,
